work_id,imprint_date,author,title,format,price,topic,popularity,key_scots,imprints,scots_names
7296-estimate of comparative strength of great britain,1782,"Chalmers, George, 1742-1825.",An estimate of the comparative strength of Britain during the present and four preceding reigns,4to,NA,Scientific Improvement,6,1,"London: printed for C. Dilly in the poultry; and J. Bowen, in new bond street (T6295)","Dilly, C."
8961-history of scotland from establishment of reformation till death of queen mary,1782,"Stuart, Gilbert, 1742-1786.",The history of Scotland,4to,NA,History,5,2,"London: printed for J. Murray, No 32, Fleet-Street; and John Bell at Edinburgh (N1050); London: printed for C. Dilly (N33195); London: printed for J. Murray, N&lt;r>o&lt;/r> 30, Fleet-Street (T96525)","Murray, J.; Bell, John; Dilly, C.; Murray, J."
9014-observations on superior efficacy of red peruvian bark in cure of agues and other fevers,1782,"Saunders, William, 1743-1817.",Observations on the superior efficacy of the red Peruvian bark,8vo,NA,Scientific Improvement,5,3,"London: printed for J. Johnson, St. Paul's Church Yard, and J. Murray, Fleet Street (N10078); London: printed for J. Johnson, J. Murray; J. Sewell; and Hawkins, Southwark (T33057)","Johnson, J.; Murray, J.; Johnson, J.; Murray, J.; Sewell, J."
9273-seamans complete daily assistant and new mariners compass being easy method of keeping journal at sea,1782,"Moore, John Hamilton, -1807.",The seaman's complete daily assistant,8vo,NA,Scientific Improvement,5,1,"London: printed for and sold by B. Law , in Ave Maria Lane ; G. Robinson, in Pater-Noster Row, Messrs. Sayer and Bennett, in Fleet-Street, and the author at No. 104, in the Minories, near Tower Hill (N21369)","Law, B."
13870-a critical review of works of samuel johnson containing particular vindication of several eminent characters,1783,"Callender, James Thomson, 1758-1803.",A critical review of the works of Dr Samuel Johnson,8vo,NA,Literature,4,3,"Edinburgh: printed for J. Dickson, and W. Creech (N44606); London: printed for the author, and sold by T. Cadell and J. Stockdale; at Edinburgh, by J. Dickson and W. Creech (N55008); London: printed for the author, and sold by T. Cadell and J. Stockdale; at Edinburgh, by J. Dickson and W. Creech (T116653)","Creech, W.; Creech, W.; Cadell, T.; Stockdale, J."
15111-history of progress and termination of roman republic by adam ferguson ll,1783,"Ferguson, Adam, 1723-1816.",The history of the progress and termination of the Roman Republic,4to,NA,History,4,3,"London: printed for W. Strahan; T. Cadell, in the Strand; and W. Creech, in Edinburgh (T77047)","Creech, W.; Strahan, W.; Cadell, T."
19680-a letter to people of scotland on present state of nation by james boswell,1783,"Boswell, James, 1740-1795.","A letter to the people of Scotland, on the present state of the nation",8vo,NA,Philosophy,3,NA,Edinburgh: printed and sold by all the booksellers (T17200),NA
24112-address to and expostulation with public by john earl of stair,1783,"Stair, John Dalrymple, Earl of, 1720-1789.","An address to the public, on the present peace, by John Earl of Stair",8vo,NA,Philosophy,3,1,London: [printed for J. Stockdale] (T97793),"Stockdale, J."
24113-an attempt to balance income and expenditure of state with some reflections on nature and tendency of political struggles for power,1783,"Stair, John Dalrymple, Earl of, 1720-1789.",An attempt to balance the income and expenditure of the state,8vo,NA,Philosophy,3,1,"London: printed for J. Stockdale (N29207); London: Printed for J. Stockdale, opposite Burlington-House, Piccadilly (T3984); London: Printed for J. Stockdale, opposite Burlington-House, Piccadilly (T505)","Stockdale, J."
37311-hints addressed to public,1783,"Sinclair, John, Sir, 1754-1835.",Hints,8vo,NA,Scientific Improvement,2,1,"London: Printed for T. Cadell, in the Strand (T3992); London: printed for T. Cadell, in the strand (T532)","Cadell, T."
42676-general collection of nautical publications by a dalrymple 1783,1783,"Dalrymple, Alexander, 1737-1808.",General collection of nautical publications by A. Dalrymple. 1783,4to,NA,Scientific Improvement,2,NA,London: printed by G. Bigg (T77000); London: Printed by G. Bigg (T135033),NA
4972-state of public debts and of annual interest and benefits paid for them as they will stand on 5th of january 1783,1783,"Stair, John Dalrymple, Earl of, 1720-1789.",State of the public debts,8vo,NA,Scientific Improvement,8,1,"London: printed for J. Stockdale (T864); London: printed for J. Stockdale, opposite Burlington-House, Piccadilly (T865); London: printed for J. Stockdale, opposite Burlington-House, Piccadilly (T97792); London: printed for J. Stockdale, opposite Burlington-House, Piccadilly (T97794); London: printed for J. Stockdale, opposite Burlington-House, Piccadilly (T97799); London: Printed for J. Stockdale, opposite Burlington-House, Piccadilly (T148877); London: printed for J. Stockdale, opposite Burlington-House, Piccadilly (T48624)","Stockdale, J."
54977-a dissertation on policy of grain with view to plan for preventing scarcity or exorbitant prices in common markets of england,1783,"Steuart, James, Sir, 1712-1780.",A dissertation on the policy of grain,8vo,NA,Scientific Improvement,2,2,"London: printed for W. Strahan and T. Cadell (N6473); London: printed for W. Strahan and T Cadell in the Strand; and W. Gordon, Edinburgh (T201356)","Strahan, W.; Cadell, T.; Cadell, T; Strahan, W."
12387-essays on shakespeares dramatic characters of richard third king lear and timon of athens to which are added essay on faults of shakespeare and additional observations on character of hamlet,1784,"Richardson, William, 1743-1814.","Essays on Shakespeare's dramatic characters of Richard the Third, King Lear, and Timon of Athens",8vo,NA,Literature,4,1,"London: printed for J. Murray, NO. 32, Fleet Street (T136684)","Murray, J."
13710-book keeping modernizd or merchant accounts,1784,"Mair, John, 1702 or 1703-1769.",Book-keeping moderniz'd,8vo,NA,Scientific Improvement,4,4,"Edinburgh: printed for John Bell, and William Creech; and sold by T. Longman, T. Cadell, C. Dilly, Richardson & Urquhart, and G. Robinson, London (T166452)","Bell, John; Robinson, G.; Cadell, T.; Creech, William"
19690-murrays catalogue of books in medicine surgery anatomy natural history andc,1784,"Murray, J.",Murray's catalogue of books,8vo,NA,Scientific Improvement,3,1,London: printed for J. Murray (N63772),"Murray, J."
42680-memoir of chart from st johns on coast of india to cape arubah on coast of persia containing gulphs of cambay and cutch with coasts of guzarat and scindy,1784,"Dalrymple, Alexander, 1737-1808.",Memoir of a chart from St. John's on the Coast of India to Cape Arubah on the coast of Persia,4to,NA,Scientific Improvement,2,NA,London: printed by G. Bigg (T75517),NA
47022-universal calculator or merchants tradesmans and familys assistant,1784,"Thomson, John, 1733?-1807.",The universal calculator,8vo,NA,Scientific Improvement,2,2,"Edinburgh: printed [by Murray & Cochran] for W. Creech and C. Elliot, Edinburgh; and C. Dilly, in the Poultry, London (T98105)","Creech, W.; Elliot, C."
4802-outlines of theory and practice of midwifery by alexander hamilton m,1784,"Hamilton, Alexander, 1739-1802.",Outlines of the theory and practice of midwifery,8vo,NA,Scientific Improvement,8,2,"Edinburgh: printed for C. Elliot, Edinburgh; and G. Robinson, London (T43514)","Elliot, C.; Robinson, G."
51338-an essay on medals or introduction to knowlege of ancient and modern coins and medals especially those of greece rome and britain,1784,"Pinkerton, John, 1758-1826.",An essay on medals,8vo,NA,History,2,1,London: printed for James Dodsley in Pall-Mall (T33328),"Dodsley, James"
53504-outlines of course of lectures on mechanical philosophy by john robison ma prof of nat philosophy in university of edinburgh,1784,"Robison, John, 1739-1805.",Outlines of a course of experimental philosophy,8vo,NA,Scientific Improvement,2,1,Edinburgh: printed for William Creech (T211418),"Creech, William"
15001-observations on diseases incident to seamen,1785,"Blane, Gilbert, Sir, 1749-1834.",Observations on the diseases incident to seamen,8vo,NA,Scientific Improvement,4,2,"London: printed by Joseph Cooper; and sold by John Murray, No 32, Fleet Street, and by William Creech, in Edinburgh (T100609)","Creech, William; Murray, John"
20761-an account of present state of hebrides and western coasts of scotland in which attempt is made to explain circumstances that have hitherto repressed industry of natives,1785,"Anderson, James, 1739-1808.",An account of the present state of the Hebrides and western coasts of Scotland,8vo,NA,Literature,3,2,"Edinburgh: printed [by Mundell & Wilson] for G. G. J. and J. Robinson, Paternoster-Row, London, and C. Elliot, Edinburgh (T135827); Edinburgh: printed [by Mundell & Wilson] for G. Robinson, London, and C. Elliot, Edinburgh (T141551)","G. G. J. and J. Robinson; Elliot, C.; Elliot, C.; Robinson, G."
23787-proposed system of trade with ireland explained,1785,"Rose, George, 1744-1818.",The proposed system of trade with Ireland explained,8vo,NA,Scientific Improvement,3,3,"London: printed by and for John Nichols; and sold by T. Cadell, in the Strand ; G. G. and J. J. Robinson [sic], Pater-Noster Row ; and J. Sewell, in Cornhill (T253); London: NA (T168048)","Sewell, J.; Cadell, T.; G. G. and J. J. Robinson; NA"
34948-essays on shakespeares dramatic characters of macbeth hamlet jaques and imogen to which are prefixed introduction,1785,"Richardson, William, 1743-1814.","Essays on Shakespeare's dramatic characters of Macbeth, Hamlet, Jaques, and Imogen",8vo,NA,Literature,2,1,"London: printed for J. Murray, No. 32, Fleet-Street (T136701)","Murray, J."
42085-increase of manufactures commerce and finance with extension of civil liberty proposed in regulations for interest of money,1785,"Playfair, William, 1759-1823.","The increase of manufactures, commerce, and finance, with the extension of civil liberty, proposed in regulations for the interest of money",4to,NA,Scientific Improvement,2,1,"London: Printed for G.G. J. and J. Robinson, Pater-Noster-Row (N17232); London: Printed for G.G. J. and J. Robinson, Pater-Noster-Row (T117442)",G. G. J. and J. Robinson
52153-jacobi dickson fasciculus plantarum cryptogamicarum britanniae,1785,"Dickson, James, 1738-1822.",Jacobi Dickson fasciculus plantarum cryptogamicarum Britanniae,4to,NA,Scientific Improvement,2,1,London: 1785: prostant venales apud auctorem; & G. Nicol (T29024); London: 1785: prostant venales apud auctorem; & G. Nicol (T29025),"Nicol, G."
52569-structure and physiology of fishes explained and compared with those of man and other animals,1785,"Monro, Alexander, 1733-1817.",The structure and physiology of fishes explained,2fo,NA,Scientific Improvement,2,2,"Edinburgh: Printed for Charles Elliot, Edinburgh; and G.G.J. and J. Robinson, London (T97697); Edinburgh: printed for Charles Elliot Parliament-Square (T97698)","Elliot, Charles; G. G. J. and J. Robinson; Elliot, Charles"
6953-history of public revenue of british empire,1785,"Sinclair, John, Sir, 1754-1835.",The history of the public revenue of the British empire,4to,NA,History,6,2,"London: printed by W. and A. Strahan, for T. Cadell (N50150); London: printed by W. and A. Strahan, for T. Cadell (T154478)","Cadell, T.; W. and A. Strahan"
7107-essays on active powers of man,1785,"Reid, Thomas, 1710-1796.",Essays on the intellectual powers of man,4to,NA,Philosophy,6,2,"Edinburgh: printed for John Bell, Parliament Square, and G. G. J. & J. Robinson, London (T109176)","Bell, John; G. G. J. & J. Robinson"
8931-journal of tour to hebrides with samuel johnson ll,1785,"Boswell, James, 1740-1795.",The journal of a tour to the Hebrides,8vo,NA,Literature,5,1,"London: printed by Henry Baldwin, for Charles Dilly, in the Poultry (T53588); London: printed by Henry Baldwin, for Charles Dilly, in the Poultry (T53594)","Dilly, Charles"
21525-opposition politics exemplified by editor of beauties of fox north and burke,1786,"Chalmers, George, 1742-1825.","Opposition politics, exemplified",8vo,NA,Philosophy,3,1,London: printed for John Stockdale (T3250); London: printed for John Stockdale (T200465),"Stockdale, John"
22297-observations on certain parts of animal oeconomy by john hunter,1786,"Hunter, John, 1728-1793.",Observations on certain parts of the animal oeconomy,4to,NA,Scientific Improvement,3,NA,"London: sold at no. 13, Castle-Street, Leicester-Square (T54043)",NA
34946-cacique of ontario indian tale,1786,"Richardson, William, 1743-1814.",The cacique of Ontario,4to,Price from imprint: Price 1s&amp; 6d,Literature,2,NA,"London: printed for John Fielding, Pater-Noster Row (T19810)",NA
42678-memoir of chart of natunas anambas and adjacent islands by dalrymple 1786,1786,"Dalrymple, Alexander, 1737-1808.","Memoir concerning the Chagos and adjacent islands, by A Dalrymple",4to,NA,Literature,2,NA,London: printed by George Bigg (T74276); London: printed by George Bigg (T74292),NA
42682-memoir of chart of straits of sunda and banka scale 3 inches,1786,"Dalrymple, Alexander, 1737-1808.",Memoir of the chart of the straits of Sunda and Banka,4to,NA,Scientific Improvement,2,NA,London: printed by George Bigg (T74295),NA
43506-anatomy of absorbing vessels of human body second edition considerably enlarged and illustrated with additional plates,1786,"Cruickshank, William, 1745-1800.",The anatomy of the absorbing vessels of the human body,4to,NA,Scientific Improvement,2,1,"London: printed for G. Nicol, Bookseller to His Majesty, in the Strand (T63442)","Nicol, G."
46137-a political index to histories of great britain and ireland or complete register of hereditary honours public offices and persons in office from earliest periods to present time,1786,"Beatson, Robert, 1742-1818.",A political index to the histories of Great Britain and Ireland,8vo,NA,History,2,3,"Edinburgh: printed for the author. Sold by William Gordon and William Creech, Edinburgh; - and by G. Robinson, Paternoster Row, J. Murray, Fleetstreet, and J. Strahan, No 67. Strand, London (T143101)","Robinson, G.; Creech, William; Murray, J."
46316-observations on scurvy with review of theories lately advanced on that disease and opinions of milman refuted from practice,1786,"Trotter, Thomas, 1760-1832.",Observations on the scurvy,8vo,NA,Scientific Improvement,2,2,"Edinburgh: printed for Charles Elliott; and G.G.J. and J. Robinson, London (T112486)","Elliott, Charles; G. G. J. and J. Robinson"
55877-medical sketches in two parts by john moore m,1786,"Moore, John, 1729-1802.",Medical sketches: in two parts,8vo,NA,Scientific Improvement,2,2,"London: printed for A. Strahan; and T. Cadell, in the Strand (T89484)","Strahan, A.; Cadell, T."
6276-commercial and political atlas,1786,"Playfair, William, 1759-1823.","Number first, (price 2 sh.6.d.) of The commercial and political atlas",4to,NA,Scientific Improvement,4,4,"London: published by G. G. J. and J. Robinson; J. Debrett; J. Sewell; Shepperson and Reynolds; W. Creech, and C. Elliot, Edinburgh; L. White, Dublin; and by all the booksellers in town and country (N49925); London: printed for J. Debrett, Piccadilly; G. G. and J. Robinson, Pater-Noster Row; J. Sewell, Cornhill; the engraver, S. J. Neele, NO. 352, Strand; W. Creech and C. Elliot, Edinburgh; and L. White, Dublin (T128356)","G. G. J. and J. Robinson; Sewell, J.; Elliot, C.; Creech, W.; Elliot, C.; Sewell, J.; Creech, W."
9584-history of ancient greece its colonies and conquests from earliest accounts till division of macedonian empire in east,1786,"Gillies, John, 1747-1836.","The history of ancient Greece, its colonies, and conquests",4to,NA,History,4,2,"London: printed for A. Strahan; and T. Cadell, in the Strand (T99924)","Cadell, T.; Strahan, A."
9667-a treatise on venereal disease,1786,"Hunter, John, 1728-1793.",A treatise on the venereal disease,4to,NA,Scientific Improvement,5,NA,"London: sold at No. 13, Castle-Street, Leicester-Square (T53871)",NA
12773-essays on men and manners by william shenstone,1787,"Shenstone, William, 1714-1763.",Essays on men and manners,8vo,NA,Literature,4,NA,London: printed for Harrison and Co (N47155),NA
12896-an historical view of english government from settlement of saxons in britain to accession of house of stewart,1787,"Millar, John, 1735-1801.",An historical view of the English government,4to,NA,History,4,3,"London: printed for A. Strahan, and T. Cadell, In The Strand; and J. Murray, NO 32, Fleet-Street (T117422)","Strahan, A.; Cadell, T.; Murray, J."
15827-historical and chronological deduction of origin of commerce,1787,"Anderson, Adam, 1692?-1765.",An historical and chronological deduction of the origin of commerce,4to,NA,Scientific Improvement,4,6,"London: NA (T213680); London: printed at the Logographic Press, by J. Walter, Printing-House Square, Blackfriars, and sold by J. Robson, T. Payne and sons, B. White and Son, L. Davis, B. Law, R. Baldwin, T. Becket, P. Elmsly, W. Otridge, J. Johnson, C. Dilly, W. Richardson, W. Flexney, W. Goldsmith, J. Bew, T. Evans, G. and T. Wilkie, T. Whieldon, W. Lowndes, J. Debrett, Scatchard and Whitaker: also by L. White, Dublin, Elliot and Gordon, Edinburgh; and Dunlop and Wilson, Glasgow (T79287)","NA; Johnson, J.; Dilly, C.; Becket, T.; Baldwin, R.; Law, B."
25329-scoticisms arranged in alphabetical order designed to correct improprieties of speech and writing,1787,"Beattie, James, 1735-1803.","Scoticisms, arranged in alphabetical order, designed to correct improprieties of speech and writing",8vo,NA,Literature,3,2,"Edinburgh: printed for William Creech, Edinburgh; and T. Cadell, London (T47199)","Creech, William; Cadell, T."
42084-peace with jacobins impossible by william playfair author of commercial and political atlas,1787,"Playfair, William, 1759-1823.","An essay on the national debt, with copper plate charts, for comparing annuities with perpetual loans. By William Playfair",4to,NA,Philosophy,2,1,"London: Printed for J. Debrett, Piccadilly, and G.G.J. and J. Robinson, Paternoster-Row (N9372)",G. G. J. and J. Robinson
45038-fane of druids poem,1787,"Ogilvie, John, 1732-1813.",The fane of the druids,4to,NA,Literature,2,1,"London: printed for J. Murray, No 32, Fleet-Street (T35356)","Murray, J."
48469-lectures on duties and qualifications of physician by john gregory,1787,"Gregory, John, 1724-1773.",Lectures on the duties and qualifications of a physician,8vo,NA,Scientific Improvement,2,1,Edinburgh: printed for William Creech (T205473),"Creech, William"
34947-essays on shakespeares dramatic character of sir john falstaff and on his imitation of female characters,1788,"Richardson, William, 1743-1814.",Essays on Shakespeare's dramatic character of Sir John Falstaff,8vo,NA,Literature,2,1,"London: printed for J. Murray, NO 32, Fleet-Street (N8400)","Murray, J."
39266-sketches of history religion learning and manners of hindoos with concise account of present state of native powers of hindostan,1788,"Craufurd, Q. (Quintin), 1743-1819.","Sketches of the history, religion, learning, and manners, of the Hindoos",8vo,NA,History,2,1,London: printed for T. Cadell (T217783),"Cadell, T."
40953-a new and concise system of geography containing particular account of empires kingdoms states provinces and islands in known world,1788,"Tytler, James, M.A., of Brechin, Forfarshire.",A new and concise system of geography,8vo,NA,History,2,NA,"Edinburgh: printed for James Hunter (T216643); Edinburgh: printed for Peter Hill, At Thomson's Head, Parliament Square (T68977)",NA
43855-observations on diseases of army in jamaica and on best means of preserving health of europeans in that climate,1788,"Hunter, John, -1809.",Observations on the diseases of the army in Jamaica,8vo,NA,Scientific Improvement,2,1,"London: printed for G. Nicol, Pall-Mall, Bookseller to his Majesty (T53886)","Nicol, G."
46809-memoirs of war in asia,1788,"Thomson, William, 1746-1817.",Memoirs of the late war in Asia,8vo,NA,History,2,1,"London: printed for the author; and sold by J. Murray, Fleet-Street (T92655)","Murray, J."
46847-a short system of arithmetic and book-keeping with supplement containing answers to arithmetical questions,1788,"Hamilton, Robert, 1743-1829.",A short system of arithmetic and book-keeping,12mo,NA,Scientific Improvement,2,2,"London: printed for C. Elliot & T. Kay, No 332, Strand; and C. Elliot, Edinburgh (T113207)","Kay, T.; Elliot, C."
25072-a treatise of materia medica by william cullen m,1789,"Cullen, William, 1710-1790.",A treatise of the materia medica,4to,NA,Scientific Improvement,3,2,"Edinburgh: printed for Charles Elliot, and for C. Elliot & T. Kay, London (T134571)","Elliot, Charles; Elliot, C.; Kay, T."
44420-a view of reign of frederick ii of prussia with parallel between that prince and philip ii,1789,"Gillies, John, 1747-1836.",A view of the reign of Frederick II. of Prussia,8vo,NA,History,2,2,"London: printed for A. Strahan; and T. Cadell, in the Strand (T97884)","Cadell, T.; Strahan, A."
51337-an enquiry into history of scotland preceding reign of malcom iii,1789,"Pinkerton, John, 1758-1826.",An enquiry into the history of Scotland,8vo,NA,History,2,2,"London: printed by John Nichols, for George Nicol; and John Bell, Edinburgh (T134381)","Nicol, George; Bell, John"
52695-poems,1789,"Oswald, John, -1793.","Poems; to which is added, the humours of John Bull, an operatical farce, in two acts. By Silvester Otway",8vo,NA,Literature,2,1,"London: printed by Macrae, for J. Murray, NO. 32, Fleet-Street (N20996); London: printed by Macrae, for J. Murray (T212732)","Murray, J."
15628-works of tobias smollett m,1790,"Smollett, Tobias George, 1721-1771.","The miscellaneous works of Tobias Smollett, M. D",8vo,NA,Literature,4,NA,"Edinburgh: printed by David Ramsay. For Jo. and Ja. Fairbairn, No 9. Hunter's Square, and A. Guthrie, No 25. South Bridge (T55288)",NA
25328-elements of moral science by james beattie ll,1790,"Beattie, James, 1735-1803.",Elements of moral science,8vo,NA,Philosophy,3,2,"Edinburgh: printed for T. Cadell, London; and William Creech, Edinburgh (T138973)","Creech, William; Cadell, T."
39226-carmen saeculare pro gallica gente tyrannidi aristocraticae erepta,1790,"Geddes, Alexander, 1737-1802.",Carmen sæculare pro gallica gente tyrannidi aristocraticæ erepta,4to,NA,Literature,2,1,"London: apud J. Johnson; et Parisiis, apud Barois juniorem (T19968); London: typis J. Davis (T149234)","Johnson, J.; NA"
44299-letter to sir john sinclair bart concerning virtues of muriatic acid,1790,"Fordyce, William, Sir, 1724-1792.","A letter to Sir John Sinclair, Bart. concerning the virtues of the muriatic acid",8vo,NA,Scientific Improvement,2,1,"London: Imprimé par T. Spilsbury & Fils, pour T. Cadell (N2715); London: printed by T. Spilsbury and Son, Snowhill, for T. Cadell, in the Strand (T45784)","Cadell, T."
46138-naval and military memoirs of great britain from year 1727 to present time in six volumes,1790,"Beatson, Robert, 1742-1818.",Naval and military memoirs of Great Britain,8vo,NA,History,2,NA,"London: printed for J. Strachan, No 67. Strand; and P. Hill, Edinburgh (T205158); London: printed for J. Strachan, No 67. Strand; and P. Hill, Edinburgh (T130902)",NA
46367-a treatise on education in two parts,1790,"Chapman, George, 1723-1806.",A treatise on education,8vo,NA,Education,2,NA,London: published for the author; and sold by the booksellers in town and country (T65453),NA
9049-philosophy of natural history,1790,"Smellie, William, 1740-1795.",The philosophy of natural history,4to,NA,Scientific Improvement,5,4,"Edinburgh: printed for the heirs of Charles Elliot; and C. Elliot and T. Kay, T. Cadell, and G. G. J. & J. Robinsons, London (T106302)","Cadell, T.; Elliot, C.; Kay, T.; G. G. J. & J. Robinsons"
10421-roman antiquities or description of manner and customs of romans,1791,"Adam, Alexander, 1741-1809.",Roman antiquities,12mo,NA,History,5,3,"Edinburgh: printed for A. Strahan, and T. Cadell, London; and William Creech, Edinburgh (T88393); Edinburgh: printed for A. Strahan, and T. Cadell, London; and William Creech, Edinburgh (T129356)","Strahan, A.; Creech, William; Cadell, T.; Strahan, A.; Cadell, T.; Creech, William"
12981-statistical account of scotland,1791,"Sinclair, John, Sir, 1754-1835.",Specimen of the statistical account of Scotland,8vo,NA,Scientific Improvement,4,3,"Edinburgh: NA (T1035); Edinburgh: printed and sold by William Creech; and also sold by J. Donaldson, and A. Guthrie, Edinburgh; T. Cadell, J. Stockdale, J. Debrett, and J. Sewel, London; Dunlop and Wilson, Glasgow; Angus and Son; Aberdeen (T132173)","NA; Creech, William; Sewel, J.; Cadell, T."
1428-life of thomas pain,1791,"Chalmers, George, 1742-1825.",The life of Thomas Pain,8vo,NA,Philosophy,18,1,"London: printed for John Stockdale (T40975); London: printed for John Stockdale, Piccadilly (T40977); London: printed for John Stockdale, Piccadilly (T917); London: NA (T187549)","Stockdale, John; NA"
19831-letters of brutus to certain celebrated political characters,1791,"Mackenzie, Henry, 1745-1831.",The letters of Brutus to certain celebrated political characters,8vo,NA,Philosophy,3,NA,"Edinburgh: Printed by Stewart, Ruthyen, and Company. London: Sold by J. Evans, Paternoster-Row (N63569); Edinburgh: printed by Stewart, Ruthven, and Company. London: sold by J. Evans, Paternoster-Row (T38504)",NA
35215-a treatise of plague containing historical journal and medical account of plague at aleppo in years 1760 1761 and 1762,1791,"Russell, Patrick, 1727-1805.",A treatise of the plague,4to,NA,Scientific Improvement,2,1,"London: printed for G. G. J. and J. Robinson, Pater-Noster Row (T152602); London: printed for G. G. J. and J. Robinson (T194645)",G. G. J. and J. Robinson
52725-a treatise on digestion of food by g,1791,"Fordyce, George, 1736-1802.",A treatise on the digestion of food,8vo,NA,Scientific Improvement,2,1,"London: printed for J. Johnson, No. 72, St. Paul's Church-Yard (T112315); London: printed for J. Johnson (T116383)","Johnson, J."
5491-life of samuel johnson lld,1791,"Boswell, James, 1740-1795.","The life of Samuel Johnson, LL.D",4to,NA,Literature,7,1,"London: printed by Henry Baldwin, for Charles Dilly, in the Poultry (T64481)","Dilly, Charles"
54968-edinburgh fugitive pieces,1791,"Creech, W.",Edinburgh fugitive pieces,8vo,NA,Literature,2,2,"Edinburgh: printed for William Creech; and T. Cadell, London (N9111); Edinburgh: printed for William Creech; and T. Cadell, London (T102224)","Cadell, T.; Creech, William"
56917-whist poem in twelve cantos,1791,"Thomson, Alexander, 1763-1803.",Whist: a poem,8vo,NA,Literature,2,NA,"London: printed for J. and B. Bell, NO. 148, Oxford-Street; E. Harlow, ST. James's-Street; and C. Forster, In The Poultry (N25625)",NA
5915-an historical disquisition concerning knowledge which ancients had of india and progress of trade with that country prior to discovery of passage to it by cape of good hope,1791,"Robertson, William, 1721-1793.",An historical disquisition concerning the knowledge which the ancients had of India,4to,NA,History,7,2,"London: printed for A. Strahan, and T. Cadell in the Strand; and E. Balfour at Edinburgh (T78952)","Strahan, A.; Cadell, T."
7213-vindiciae gallicae defence of french revolution and its english admirers against accusations of right hon,1791,"Mackintosh, James, Sir, 1765-1832.",Vindiciae Gallicae,8vo,NA,Philosophy,6,1,"London: printed for G. G. J. and J. Robinson, Paternoster-Row (T152357); London: printed for G. G. J. and J. Robinson, Paternoster-Row (T58807); London: printed for G.G.J. and J. Robinson, Paternoster-Row (T50908)",G. G. J. and J. Robinson
9442-scotland delineated,1791,"Heron, Robert, 1764-1807.",Scotland delineated,8vo,NA,Scientific Improvement,5,3,"Edinburgh: printed for James Neill. Sold by Bell & Bradfute, and W. Creech: and G. G. J. & J. Robinson, London (T83697)","G. G. J. & J. Robinson; Creech, W.; Bell & Bradfute"
21637-travelling memorandums made in tour upon continent of europe in years 1786 1787 and 1788 by honourable lord gardenstone,1792,"Gardenstone, Francis Garden, Lord, 1721-1793.",Travelling memorandums,8vo,NA,Literature,3,2,"Edinburgh: printed for Bell & Bradfute, G. G. J. & J. Robinson, and G. Nicol, London (T221978); Edinburgh: printed for Bell and Bradfute, G.G.J. and J. Robinson, and G. Nicol (T146709)","Nicol, G.; Bell & Bradfute; Bell and Bradfute"
2884-political progress of britain,1792,"Callender, James Thomson, 1758-1803.",The political progress of Britain,8vo,NA,History,11,1,"Edinburgh: printed for Robertson and Berry, No. 39, South-Bridge; and T. Kay, No. 332, Strand, London (N40000); Edinburgh: printed for Robertson & Berry; and T. Kay, London (T43967); London: printed for T. Kay, and Robertson & Berry, Edinburgh (T173344)","Kay, T."
39224-a norfolk tale or journal from london to norwich with prologue and epilogue,1792,"Geddes, Alexander, 1737-1802.",A norfolk tale,8vo,NA,Literature,2,1,"London: printed for J. Johnson, St. Paul's Churchyard; and R. Faulder, New Bond Street (T65421)","Johnson, J."
42685-parliamentary reform improper in present state of this country,1792,"Dalrymple, Alexander, 1737-1808.",Parliamentary reform,8vo,NA,Philosophy,2,1,"London: printed by George Bigg, 1792. Sold by P. Elmsly and F. Wingrave, and J. Stockdale (T43662); London: NA (N478516)","Stockdale, J.; NA"
49764-philosophical and literary essays by gregory of edinburgh,1792,"Gregory, James, 1753-1821.",Philosophical and literary essays,8vo,NA,Literature,2,2,"Edinburgh: sold by T. Cadell, London, and W. Creech, Edinburgh (T74563); London: printed for J. Johnson (N21724)","Creech, W.; Cadell, T.; Johnson, J."
50264-elements of philosophy of human mind by dugald stewart f,1792,"Stewart, Dugald, 1753-1828.",Elements of the philosophy of the human mind,4to,NA,Philosophy,2,3,"London: printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh (T101038)","Strahan, A.; Creech, W.; Cadell, T."
52054-proposal or prospectus for publishing most superb edition of mr humes history of england with notes historical and critical by andrew kippis,1792,"Hume, David, 1711-1776.",Proposal or prospectus for publishing a most superb edition of Mr. Hume's History of England,4to,NA,History,2,NA,"London: printed for Wooding and Arnold & deliver'd (gratis) at their office, & at Mr. T. Cadell's. Jany. 31 (T42836); London: printed for Wooding and Arnold, and delivered (gratis) at their office; and at Mr T. Cadell's (T172744)",NA
54278-history of political transactions and of parties from restoration of king charles second to death of king william,1792,"Somerville, Thomas, 1741-1830.","The history of political transactions, and of parties",4to,NA,History,2,2,"London: printed for A. Strahan; and T. Cadell, in the strand (T117864)","Strahan, A.; Cadell, T."
7691-a brief examination into increase of revenue commerce and navigation of great britain since conclusion of peace in 1783,1792,"Rose, George, 1744-1818.",A brief examination,4to,NA,Scientific Improvement,6,1,"London: printed for John Stockdale, Piccadilly (T29627); London: printed for John Stockdale (T223980); London: printed for John Stockdale, Piccadilly (T76977)","Stockdale, John"
