estc_id,publication_year,actor_id,actor_name_primary,publication_place,actor_addresses,city_or_assumed_address,publisher,actor_roles_all,,
N36201,1785,381471,"Hunter, Henry, 1741-1802.",London,Logdgrhphic Press,,"Printed for the author, at the Logdgrhphic Press, and sold by J. Murray, No. 32, Fleet-Street; and James Dickson, Edinburgh",author; publisher,TRUE,1168
N36201,1785,jamesdickson_0,"Dickson, James",London,Edinburgh,,"Printed for the author, at the Logdgrhphic Press, and sold by J. Murray, No. 32, Fleet-Street; and James Dickson, Edinburgh",bookseller,TRUE,1168
N36289,1791,311091024,"Sewell, J.",London,Cornhill,London,"printed for J. Stockdale; J. F. and C. Rivington; B. Law; J. Johnson; C. Dilly; [and 2 others in London, 1 other in Edinburgh]",publisher,FALSE,1169
N36289,1791,49278054,"Creech, W.",London,Edinburgh,,"printed for J. Stockdale; J. F. and C. Rivington; B. Law; J. Johnson; C. Dilly; [and 2 others in London, 1 other in Edinburgh]",publisher,TRUE,1169
N36289,1791,85698879,"Dilly, C.",London,Poultry,London,"printed for J. Stockdale; J. F. and C. Rivington; B. Law; J. Johnson; C. Dilly; [and 2 others in London, 1 other in Edinburgh]",publisher,TRUE,1169
N36289,1791,NV18403,"Law, B.",London,Ave-Maria-Lane,London,"printed for J. Stockdale; J. F. and C. Rivington; B. Law; J. Johnson; C. Dilly; [and 2 others in London, 1 other in Edinburgh]",publisher,TRUE,1169
N36289,1791,17275374,"Stockdale, J.",London,Piccadilly,London,"printed for J. Stockdale; J. F. and C. Rivington; B. Law; J. Johnson; C. Dilly; [and 2 others in London, 1 other in Edinburgh]",publisher,TRUE,1169
N36289,1791,168621963,J. F. and C. Rivington,London,St Paul's Church Yard @@ Ave-Maria-Lane @@ Poultry @@ Fleet-Street @@ Cornhill,London,"printed for J. Stockdale; J. F. and C. Rivington; B. Law; J. Johnson; C. Dilly; [and 2 others in London, 1 other in Edinburgh]",publisher,TRUE,1169
N36289,1791,67305318,"Murray, J.",London,Fleet-Street,London,"printed for J. Stockdale; J. F. and C. Rivington; B. Law; J. Johnson; C. Dilly; [and 2 others in London, 1 other in Edinburgh]",publisher,TRUE,1169
N36289,1791,100160188,"Berquin, M. (Arnaud), 1747-1791.",London,NA,,"printed for J. Stockdale; J. F. and C. Rivington; B. Law; J. Johnson; C. Dilly; [and 2 others in London, 1 other in Edinburgh]",author,TRUE,1169
N36289,1791,7617625,"Johnson, J.",London,St Paul's Church Yard,London,"printed for J. Stockdale; J. F. and C. Rivington; B. Law; J. Johnson; C. Dilly; [and 2 others in London, 1 other in Edinburgh]",publisher,TRUE,1169
N45551,1797,bbti_46065,"Matthews, J.",London,"Button @@ No 2 , Chapel street @@ Lock Hospital",London,"printed by Jaques and Thomas: sold by J. Matthews; J. S. Jordan; Button; No. 2 , Chapel street, Lock Hospital; and by Ogle, Edinburgh",bookseller,FALSE,1170
N45551,1797,NV17439,"Jordan, J. S.",London,NA,London,"printed by Jaques and Thomas: sold by J. Matthews; J. S. Jordan; Button; No. 2 , Chapel street, Lock Hospital; and by Ogle, Edinburgh",bookseller,TRUE,1170
N45551,1797,johnogle_0,"Ogle,",London,Edinburgh,,"printed by Jaques and Thomas: sold by J. Matthews; J. S. Jordan; Button; No. 2 , Chapel street, Lock Hospital; and by Ogle, Edinburgh",bookseller,TRUE,1170
N45551,1797,61536271,"Scott, Thomas, 1747-1821.",London,NA,,"printed by Jaques and Thomas: sold by J. Matthews; J. S. Jordan; Button; No. 2 , Chapel street, Lock Hospital; and by Ogle, Edinburgh",author,TRUE,1170
N45551,1797,jaquesandthomas_0,Jaques and Thomas,London,NA,London,"printed by Jaques and Thomas: sold by J. Matthews; J. S. Jordan; Button; No. 2 , Chapel street, Lock Hospital; and by Ogle, Edinburgh",printer,TRUE,1170
N48442,1791,49278054,"Creech, W.",London,Edinburgh,,"Printed for J. Johnson, St. Paul's Church-Yard; and W. Creech, Edinburgh",publisher,FALSE,1171
N48442,1791,7617625,"Johnson, J.",London,St Paul's Church-Yard,London,"Printed for J. Johnson, St. Paul's Church-Yard; and W. Creech, Edinburgh",publisher,TRUE,1171
N48442,1791,276173254,"Martin, John (Attorney)",London,NA,,"Printed for J. Johnson, St. Paul's Church-Yard; and W. Creech, Edinburgh",author,TRUE,1171
N50007,1788,85698879,"Dilly, C.",London,Poultry,London,"printed for C. Dilly, in the Poultry; J. S0ockdale, Piccadilly; and W. Creech, Edinburgh",publisher,FALSE,1172
N50007,1788,17275374,"S0ockdale, J.",London,Piccadilly,London,"printed for C. Dilly, in the Poultry; J. S0ockdale, Piccadilly; and W. Creech, Edinburgh",publisher,TRUE,1172
N50007,1788,24601427,"Florian, 1755-1794.",London,NA,,"printed for C. Dilly, in the Poultry; J. S0ockdale, Piccadilly; and W. Creech, Edinburgh",author,TRUE,1172
N50007,1788,49278054,"Creech, W.",London,Edinburgh,,"printed for C. Dilly, in the Poultry; J. S0ockdale, Piccadilly; and W. Creech, Edinburgh",publisher,TRUE,1172
N62270,1784,jamesdickson_0,"Dickson, James",London,Edinburgh,,"printed for the author, and sold by J. Murray; and James Dickson, Edinburgh",bookseller,FALSE,1173
N62270,1784,381471,"Hunter, Henry, 1741-1802.",London,NA,,"printed for the author, and sold by J. Murray; and James Dickson, Edinburgh",author; publisher,TRUE,1173
N62270,1784,282772606,"Murray, J.",London,NA,London,"printed for the author, and sold by J. Murray; and James Dickson, Edinburgh",bookseller,TRUE,1173
N65618,1796,gmudieson_0,G. Mudie and Son,London,Edinburgh,,"Printed for B. Crosby, Stationers-Court, Ludgate Street; and G. Mudie and Son, Edinburgh",publisher,FALSE,1174
N65618,1796,34538494,"Brown, William Laurence, 1755-1830.",London,NA,London,"Printed for B. Crosby, Stationers-Court, Ludgate Street; and G. Mudie and Son, Edinburgh",author,TRUE,1174
N65618,1796,bbti_110812,"Crosby, B.",London,Stationers-Court @@ Ludgate Street,,"Printed for B. Crosby, Stationers-Court, Ludgate Street; and G. Mudie and Son, Edinburgh",publisher,TRUE,1174
N72244,1794,charleskerr_0,"Gray,",London,Edinburgh,,"Sold by the editor, and at his vestry, Carter Lane, Tooley-Street. Mr. Dilly, London; Mr. Brown, Bristol; Mr. Binns, Leeds; Mr. Gray, Edinburgh; and by the Baptist ministers at Philadelphia, Boston, and New-York",bookseller,FALSE,1175
N72244,1794,12733746,"Rippon, John, 1751-1836.",London,NA,,"Sold by the editor, and at his vestry, Carter Lane, Tooley-Street. Mr. Dilly, London; Mr. Brown, Bristol; Mr. Binns, Leeds; Mr. Gray, Edinburgh; and by the Baptist ministers at Philadelphia, Boston, and New-York",unknown,TRUE,1175
N72244,1794,85698879,"Dilly,",London,London @@ Bristol @@ Leeds @@ Edinburgh @@ Baptist ministers @@ Philadelphia @@ Boston @@ New-York,London,"Sold by the editor, and at his vestry, Carter Lane, Tooley-Street. Mr. Dilly, London; Mr. Brown, Bristol; Mr. Binns, Leeds; Mr. Gray, Edinburgh; and by the Baptist ministers at Philadelphia, Boston, and New-York",bookseller,TRUE,1175
N72244,1794,bbti_6473,"Binns,",London,Leeds,,"Sold by the editor, and at his vestry, Carter Lane, Tooley-Street. Mr. Dilly, London; Mr. Brown, Bristol; Mr. Binns, Leeds; Mr. Gray, Edinburgh; and by the Baptist ministers at Philadelphia, Boston, and New-York",bookseller,TRUE,1175
N72244,1794,bbti_9796,"Brown,",London,Bristol,,"Sold by the editor, and at his vestry, Carter Lane, Tooley-Street. Mr. Dilly, London; Mr. Brown, Bristol; Mr. Binns, Leeds; Mr. Gray, Edinburgh; and by the Baptist ministers at Philadelphia, Boston, and New-York",bookseller,TRUE,1175
N8578,1785,bbti_115810,"Balfour, J.",London,NA,Edinburgh,"printed for A. Strahan, and T. Cadell; J. Balfour, and W. Creech, Edinburgh",publisher,FALSE,1176
N8578,1785,100093484,"Strahan, A.",London,NA,London,"printed for A. Strahan, and T. Cadell; J. Balfour, and W. Creech, Edinburgh",publisher,TRUE,1176
N8578,1785,18758830,"Cadell, T.",London,NA,London,"printed for A. Strahan, and T. Cadell; J. Balfour, and W. Creech, Edinburgh",publisher,TRUE,1176
N8578,1785,49278054,"Creech, W.",London,Edinburgh,,"printed for A. Strahan, and T. Cadell; J. Balfour, and W. Creech, Edinburgh",publisher,TRUE,1176
N8578,1785,55613638,"Keir, Elizabeth.",London,NA,,"printed for A. Strahan, and T. Cadell; J. Balfour, and W. Creech, Edinburgh",author,TRUE,1176
N8930,1798,mogle_0,"Ogle,",London,Glasgow,,"printed by Jaques and Thomas: sold by Jordan; Mathews; Woodhouse; Button; and by the author. Also by Ogle, Edinburgh; and Ogle, Glasgow",bookseller,FALSE,1177
N8930,1798,305130255,"Button,",London,NA,London,"printed by Jaques and Thomas: sold by Jordan; Mathews; Woodhouse; Button; and by the author. Also by Ogle, Edinburgh; and Ogle, Glasgow",bookseller,TRUE,1177
N8930,1798,NV17439,"Jordan,",London,NA,London,"printed by Jaques and Thomas: sold by Jordan; Mathews; Woodhouse; Button; and by the author. Also by Ogle, Edinburgh; and Ogle, Glasgow",bookseller,TRUE,1177
N8930,1798,johnogle_0,"Ogle,",London,Edinburgh,,"printed by Jaques and Thomas: sold by Jordan; Mathews; Woodhouse; Button; and by the author. Also by Ogle, Edinburgh; and Ogle, Glasgow",bookseller,TRUE,1177
N8930,1798,bbti_77812,"Woodhouse,",London,NA,London,"printed by Jaques and Thomas: sold by Jordan; Mathews; Woodhouse; Button; and by the author. Also by Ogle, Edinburgh; and Ogle, Glasgow",bookseller,TRUE,1177
N8930,1798,jaquesandthomas_0,Jaques and Thomas,London,NA,London,"printed by Jaques and Thomas: sold by Jordan; Mathews; Woodhouse; Button; and by the author. Also by Ogle, Edinburgh; and Ogle, Glasgow",printer,TRUE,1177
N8930,1798,bbti_96653,"Mathews,",London,NA,London,"printed by Jaques and Thomas: sold by Jordan; Mathews; Woodhouse; Button; and by the author. Also by Ogle, Edinburgh; and Ogle, Glasgow",bookseller,TRUE,1177
N8930,1798,61536271,"Scott, Thomas, 1747-1821.",London,NA,,"printed by Jaques and Thomas: sold by Jordan; Mathews; Woodhouse; Button; and by the author. Also by Ogle, Edinburgh; and Ogle, Glasgow",author; bookseller,TRUE,1177
P6123,1792,49278054,"Creech,",London,Edinburgh @@ Bath,Edinburgh,"printed by J. Nichols, for the author; and sold by J. Pridden, no. 100, Fleet-Street; Creech, Edinburgh; Prince and Cooke, Oxford; Merrils, Cambridge; W. Mayler, Grove, Bath; and all other booksellers in town and country",bookseller,FALSE,1178
P6123,1792,messrsmerrills_0,"Merrils,",London,Cambridge,,"printed by J. Nichols, for the author; and sold by J. Pridden, no. 100, Fleet-Street; Creech, Edinburgh; Prince and Cooke, Oxford; Merrils, Cambridge; W. Mayler, Grove, Bath; and all other booksellers in town and country",bookseller,TRUE,1178
P6123,1792,bbti_55983,Prince and Cooke,London,Oxford @@ Cambridge @@ Grove @@ Bath,Oxford,"printed by J. Nichols, for the author; and sold by J. Pridden, no. 100, Fleet-Street; Creech, Edinburgh; Prince and Cooke, Oxford; Merrils, Cambridge; W. Mayler, Grove, Bath; and all other booksellers in town and country",bookseller,TRUE,1178
P6123,1792,bbti_114549,"Pridden, J.",London,"no. 100, Fleet-Street",London,"printed by J. Nichols, for the author; and sold by J. Pridden, no. 100, Fleet-Street; Creech, Edinburgh; Prince and Cooke, Oxford; Merrils, Cambridge; W. Mayler, Grove, Bath; and all other booksellers in town and country",bookseller,TRUE,1178
P6123,1792,100250810,"Nichols, J.",London,NA,London,"printed by J. Nichols, for the author; and sold by J. Pridden, no. 100, Fleet-Street; Creech, Edinburgh; Prince and Cooke, Oxford; Merrils, Cambridge; W. Mayler, Grove, Bath; and all other booksellers in town and country",printer,TRUE,1178
P6123,1792,bbti_47394,"Mayler, W.",London,Grove,Bath,"printed by J. Nichols, for the author; and sold by J. Pridden, no. 100, Fleet-Street; Creech, Edinburgh; Prince and Cooke, Oxford; Merrils, Cambridge; W. Mayler, Grove, Bath; and all other booksellers in town and country",bookseller,TRUE,1178
P6124,1791,messrsmerrills_0,"Merrils,",London,Cambridge,,"printed by J. Nichols, for the author, and sold by J. Pridden, no. 100, Fleet-Street; Creech, Edinburgh; Prince and Cooke, Oxford; Merrils, Cambridge; and all other booksellers in town and country",bookseller,FALSE,1179
P6124,1791,bbti_114549,"Pridden, J.",London,"no. 100, Fleet-Street",London,"printed by J. Nichols, for the author, and sold by J. Pridden, no. 100, Fleet-Street; Creech, Edinburgh; Prince and Cooke, Oxford; Merrils, Cambridge; and all other booksellers in town and country",bookseller,TRUE,1179
P6124,1791,100250810,"Nichols, J.",London,NA,London,"printed by J. Nichols, for the author, and sold by J. Pridden, no. 100, Fleet-Street; Creech, Edinburgh; Prince and Cooke, Oxford; Merrils, Cambridge; and all other booksellers in town and country",printer,TRUE,1179
P6124,1791,49278054,"Creech,",London,Edinburgh,,"printed by J. Nichols, for the author, and sold by J. Pridden, no. 100, Fleet-Street; Creech, Edinburgh; Prince and Cooke, Oxford; Merrils, Cambridge; and all other booksellers in town and country",bookseller,TRUE,1179
P6124,1791,bbti_55983,Prince and Cooke,London,Oxford @@ Cambridge,Oxford,"printed by J. Nichols, for the author, and sold by J. Pridden, no. 100, Fleet-Street; Creech, Edinburgh; Prince and Cooke, Oxford; Merrils, Cambridge; and all other booksellers in town and country",bookseller,TRUE,1179
T101613,1788,282772606,"Murray, J.",London,"No 32, Fleet-Street",London,"printed for J. Murray, No. 32, Fleet-Street; and W. Creech, Edinburgh",publisher,FALSE,1180
T101613,1788,49278054,"Creech, W.",London,Edinburgh,,"printed for J. Murray, No. 32, Fleet-Street; and W. Creech, Edinburgh",publisher,TRUE,1180
T101613,1788,34538494,"Brown, William Laurence, 1755-1830.",London,NA,,"printed for J. Murray, No. 32, Fleet-Street; and W. Creech, Edinburgh",author,TRUE,1180
T108208,1793,85698879,"Dilly, C.",London,Poultry,London,"printed for J. Stockdale, Piccadilly; F. and C. Rivington, St. Paul's Church-Yard; B. Law and Son, Ave-Maria-Lane; J. Johnson, St. Paul's Church-Yard; C. Dilly, Poultry; J. Murray, Fleet-Street; J. Sewell, Cornhill; and W. Creech, Edinburgh",publisher,FALSE,1181
T108208,1793,67305318,"Murray, J.",London,Fleet-Street,London,"printed for J. Stockdale, Piccadilly; F. and C. Rivington, St. Paul's Church-Yard; B. Law and Son, Ave-Maria-Lane; J. Johnson, St. Paul's Church-Yard; C. Dilly, Poultry; J. Murray, Fleet-Street; J. Sewell, Cornhill; and W. Creech, Edinburgh",publisher,TRUE,1181
T108208,1793,100160188,"Berquin, M. (Arnaud), 1747-1791.",London,NA,,"printed for J. Stockdale, Piccadilly; F. and C. Rivington, St. Paul's Church-Yard; B. Law and Son, Ave-Maria-Lane; J. Johnson, St. Paul's Church-Yard; C. Dilly, Poultry; J. Murray, Fleet-Street; J. Sewell, Cornhill; and W. Creech, Edinburgh",author,TRUE,1181
T108208,1793,blawandson_0,B. Law and Son,London,Ave-Maria-Lane,London,"printed for J. Stockdale, Piccadilly; F. and C. Rivington, St. Paul's Church-Yard; B. Law and Son, Ave-Maria-Lane; J. Johnson, St. Paul's Church-Yard; C. Dilly, Poultry; J. Murray, Fleet-Street; J. Sewell, Cornhill; and W. Creech, Edinburgh",publisher,TRUE,1181
T108208,1793,7617625,"Johnson, J.",London,St Paul's Church-Yard,London,"printed for J. Stockdale, Piccadilly; F. and C. Rivington, St. Paul's Church-Yard; B. Law and Son, Ave-Maria-Lane; J. Johnson, St. Paul's Church-Yard; C. Dilly, Poultry; J. Murray, Fleet-Street; J. Sewell, Cornhill; and W. Creech, Edinburgh",publisher,TRUE,1181
T108208,1793,312960981,F. and C. Rivington,London,St Paul's Church-Yard,London,"printed for J. Stockdale, Piccadilly; F. and C. Rivington, St. Paul's Church-Yard; B. Law and Son, Ave-Maria-Lane; J. Johnson, St. Paul's Church-Yard; C. Dilly, Poultry; J. Murray, Fleet-Street; J. Sewell, Cornhill; and W. Creech, Edinburgh",publisher,TRUE,1181
T108208,1793,311091024,"Sewell, J.",London,Cornhill,London,"printed for J. Stockdale, Piccadilly; F. and C. Rivington, St. Paul's Church-Yard; B. Law and Son, Ave-Maria-Lane; J. Johnson, St. Paul's Church-Yard; C. Dilly, Poultry; J. Murray, Fleet-Street; J. Sewell, Cornhill; and W. Creech, Edinburgh",publisher,TRUE,1181
T108208,1793,49278054,"Creech, W.",London,Edinburgh,,"printed for J. Stockdale, Piccadilly; F. and C. Rivington, St. Paul's Church-Yard; B. Law and Son, Ave-Maria-Lane; J. Johnson, St. Paul's Church-Yard; C. Dilly, Poultry; J. Murray, Fleet-Street; J. Sewell, Cornhill; and W. Creech, Edinburgh",publisher,TRUE,1181
T108208,1793,17275374,"Stockdale, J.",London,Piccadilly @@ St Paul's Church-Yard @@ Ave-Maria-Lane @@ Poultry @@ Fleet-Street @@ Cornhill,London,"printed for J. Stockdale, Piccadilly; F. and C. Rivington, St. Paul's Church-Yard; B. Law and Son, Ave-Maria-Lane; J. Johnson, St. Paul's Church-Yard; C. Dilly, Poultry; J. Murray, Fleet-Street; J. Sewell, Cornhill; and W. Creech, Edinburgh",publisher,TRUE,1181
T110238,1794,85698879,"Dilly, C.",London,NA,London,"printed for C. Dilly, and T. Cadell; and T. Duncan, Edinburgh",publisher,FALSE,1182
T110238,1794,34538494,"Brown, William Laurence, 1755-1830.",London,NA,,"printed for C. Dilly, and T. Cadell; and T. Duncan, Edinburgh",author,TRUE,1182
T110238,1794,tduncan_0,"Duncan, T.",London,Edinburgh,,"printed for C. Dilly, and T. Cadell; and T. Duncan, Edinburgh",publisher,TRUE,1182
T110238,1794,bbti_11802,"Cadell, T.",London,NA,London,"printed for C. Dilly, and T. Cadell; and T. Duncan, Edinburgh",publisher,TRUE,1182
T113862,1787,17275374,"Stockdale, J.",London,Piccadilly,London,"printed for C. Dilly, in the Poultry; J. Stockdale, Piccadilly; and W. Creech, Edinburgh",publisher,FALSE,1183
T113862,1787,49278054,"Creech, W.",London,Edinburgh,,"printed for C. Dilly, in the Poultry; J. Stockdale, Piccadilly; and W. Creech, Edinburgh",publisher,TRUE,1183
T113862,1787,24601427,"Florian, 1755-1794.",London,NA,,"printed for C. Dilly, in the Poultry; J. Stockdale, Piccadilly; and W. Creech, Edinburgh",author,TRUE,1183
T113862,1787,85698879,"Dilly, C.",London,Poultry,London,"printed for C. Dilly, in the Poultry; J. Stockdale, Piccadilly; and W. Creech, Edinburgh",publisher,TRUE,1183
T113885,1799,peterhill_0,"Hill, P.",London,Edinburgh,,"printed for G. Cawthorn, British Library, No. 132, Strand, Bookseller to her Royal Highness the Princess of Wales: Messrs. Richardson, Royal-Exchange; H.D. Symonds, J. Wallis, West and Hughes, Paternoster-Row; J. Wright, Piccadilly; and P. Hill, Edinburgh",publisher,FALSE,1184
T113885,1799,73731218,"Wood, John, Master of the Drawing Academy, Edinburgh.",London,NA,,"printed for G. Cawthorn, British Library, No. 132, Strand, Bookseller to her Royal Highness the Princess of Wales: Messrs. Richardson, Royal-Exchange; H.D. Symonds, J. Wallis, West and Hughes, Paternoster-Row; J. Wright, Piccadilly; and P. Hill, Edinburgh",author,TRUE,1184
T113885,1799,bbti_97091,"Wright, J.",London,Piccadilly,London,"printed for G. Cawthorn, British Library, No. 132, Strand, Bookseller to her Royal Highness the Princess of Wales: Messrs. Richardson, Royal-Exchange; H.D. Symonds, J. Wallis, West and Hughes, Paternoster-Row; J. Wright, Piccadilly; and P. Hill, Edinburgh",publisher,TRUE,1184
T113885,1799,westandhughes_1,West and Hughes,London,Paternoster-Row,London,"printed for G. Cawthorn, British Library, No. 132, Strand, Bookseller to her Royal Highness the Princess of Wales: Messrs. Richardson, Royal-Exchange; H.D. Symonds, J. Wallis, West and Hughes, Paternoster-Row; J. Wright, Piccadilly; and P. Hill, Edinburgh",publisher,TRUE,1184
T113885,1799,bbti_72631,"Wallis, J.",London,NA,London,"printed for G. Cawthorn, British Library, No. 132, Strand, Bookseller to her Royal Highness the Princess of Wales: Messrs. Richardson, Royal-Exchange; H.D. Symonds, J. Wallis, West and Hughes, Paternoster-Row; J. Wright, Piccadilly; and P. Hill, Edinburgh",publisher,TRUE,1184
T113885,1799,17068965,"Cawthorn, G.",London,"British Library @@ No 132, Strand",London,"printed for G. Cawthorn, British Library, No. 132, Strand, Bookseller to her Royal Highness the Princess of Wales: Messrs. Richardson, Royal-Exchange; H.D. Symonds, J. Wallis, West and Hughes, Paternoster-Row; J. Wright, Piccadilly; and P. Hill, Edinburgh",publisher,TRUE,1184
T113885,1799,62707926,"Symonds, H. D.",London,NA,,"printed for G. Cawthorn, British Library, No. 132, Strand, Bookseller to her Royal Highness the Princess of Wales: Messrs. Richardson, Royal-Exchange; H.D. Symonds, J. Wallis, West and Hughes, Paternoster-Row; J. Wright, Piccadilly; and P. Hill, Edinburgh",publisher,TRUE,1184
T113885,1799,bbti_109535,Messrs. Richardson,London,Royal-Exchange @@ Paternoster-Row @@ Piccadilly,London,"printed for G. Cawthorn, British Library, No. 132, Strand, Bookseller to her Royal Highness the Princess of Wales: Messrs. Richardson, Royal-Exchange; H.D. Symonds, J. Wallis, West and Hughes, Paternoster-Row; J. Wright, Piccadilly; and P. Hill, Edinburgh",publisher,TRUE,1184
T114646,1792,alexanderguthrie_0,"Guthrie, A.",London,South-Bridge-Street @@ Edinburgh,Edinburgh,"printed by E. Hodson, Bell-Yard, Temple-Bar; for W. Richardson, Royal-Exchange; and sold by A. Guthrie, South-Bridge-Street, Edinburgh",bookseller,FALSE,1185
T114646,1792,306131687,"Munro, Hugh, (Surgeon)",London,NA,,"printed by E. Hodson, Bell-Yard, Temple-Bar; for W. Richardson, Royal-Exchange; and sold by A. Guthrie, South-Bridge-Street, Edinburgh",author,TRUE,1185
T114646,1792,bbti_34202,"Hodson, E.",London,Bell-Yard @@ Temple-Bar,London,"printed by E. Hodson, Bell-Yard, Temple-Bar; for W. Richardson, Royal-Exchange; and sold by A. Guthrie, South-Bridge-Street, Edinburgh",printer,TRUE,1185
T114646,1792,128307380,"Richardson, W.",London,Royal-Exchange,London,"printed by E. Hodson, Bell-Yard, Temple-Bar; for W. Richardson, Royal-Exchange; and sold by A. Guthrie, South-Bridge-Street, Edinburgh",publisher,TRUE,1185
T114673,1789,celliotparliamentsquare_0,"Square, C. Elliot Parliament",London,Edinburgh,,"printed for C. Elliot and T. Kay, No 332. Strand; and C. Elliot Parliament Square, Edinburgh",publisher,FALSE,1186
T114673,1789,bbti_39382,"Kay, T.",London,No 332.,London,"printed for C. Elliot and T. Kay, No 332. Strand; and C. Elliot Parliament Square, Edinburgh",publisher,TRUE,1186
T114673,1789,bbti_22353,"Elliot, C.",London,No 332.,London,"printed for C. Elliot and T. Kay, No 332. Strand; and C. Elliot Parliament Square, Edinburgh",publisher,TRUE,1186
T115039,1783,18758830,"Cadell, T.",London,Strand,London,"printed for T. Cadell, in the Strand; and W. Creech, Edinburgh",publisher,FALSE,1187
T115039,1783,73965562,"Bitaubé, Paul Jérémie, 1732-1808.",London,NA,,"printed for T. Cadell, in the Strand; and W. Creech, Edinburgh",author,TRUE,1187
T115039,1783,49278054,"Creech, W.",London,Edinburgh,,"printed for T. Cadell, in the Strand; and W. Creech, Edinburgh",publisher,TRUE,1187
T115829,1791,7617625,"Johnson, J.",London,St Paul's Church-Yard @@ Strand @@ Edinburgh,London,"printed for J. Johnson, ST. Paul's Church-Yard; J. Mathews, Strand; W. Laing and J. & J. Fairbairn, Edinburgh",publisher,FALSE,1188
T115829,1791,73726770,"McCulloch, Robert, 1740-1824.",London,NA,,"printed for J. Johnson, ST. Paul's Church-Yard; J. Mathews, Strand; W. Laing and J. & J. Fairbairn, Edinburgh",author,TRUE,1188
T115829,1791,jjfairbairn_0,J. & J. Fairbairn,London,Edinburgh,,"printed for J. Johnson, ST. Paul's Church-Yard; J. Mathews, Strand; W. Laing and J. & J. Fairbairn, Edinburgh",publisher,TRUE,1188
T115829,1791,26937167,"Mathews, J.",London,Strand,London,"printed for J. Johnson, ST. Paul's Church-Yard; J. Mathews, Strand; W. Laing and J. & J. Fairbairn, Edinburgh",publisher,TRUE,1188
T115829,1791,wlaing_0,"Laing, W.",London,NA,Edinburgh,"printed for J. Johnson, ST. Paul's Church-Yard; J. Mathews, Strand; W. Laing and J. & J. Fairbairn, Edinburgh",publisher,TRUE,1188
T117364,1794,7617625,"Johnson, J.",London,St Paul's Church-Yard @@ Strand,London,"printed for J. Johnson, ST. Paul's Church-Yard; J. Mathews, Strand; W. Laing, J. & J. Fairbairn, and John Ogle, Edinburgh",publisher,FALSE,1189
T117364,1794,26937167,"Mathews, J.",London,Strand,London,"printed for J. Johnson, ST. Paul's Church-Yard; J. Mathews, Strand; W. Laing, J. & J. Fairbairn, and John Ogle, Edinburgh",publisher,TRUE,1189
T117364,1794,bbti_23457,J. & J. Fairbairn,London,NA,Edinburgh,"printed for J. Johnson, ST. Paul's Church-Yard; J. Mathews, Strand; W. Laing, J. & J. Fairbairn, and John Ogle, Edinburgh",publisher,TRUE,1189
T117364,1794,johnogle_0,"Ogle, John",London,Edinburgh,,"printed for J. Johnson, ST. Paul's Church-Yard; J. Mathews, Strand; W. Laing, J. & J. Fairbairn, and John Ogle, Edinburgh",publisher,TRUE,1189
T117364,1794,wlaing_0,"Laing, W.",London,NA,Edinburgh,"printed for J. Johnson, ST. Paul's Church-Yard; J. Mathews, Strand; W. Laing, J. & J. Fairbairn, and John Ogle, Edinburgh",publisher,TRUE,1189
T117364,1794,73726770,"McCulloch, Robert, 1740-1824.",London,NA,,"printed for J. Johnson, ST. Paul's Church-Yard; J. Mathews, Strand; W. Laing, J. & J. Fairbairn, and John Ogle, Edinburgh",author,TRUE,1189
T119346,1786,bbti_115810,"Balfour, J.",London,NA,Edinburgh,"printed for A. Strahan, and T. Cadell; J. Balfour, and W. Creech, Edinburgh",publisher,FALSE,1190
T119346,1786,49278054,"Creech, W.",London,Edinburgh,,"printed for A. Strahan, and T. Cadell; J. Balfour, and W. Creech, Edinburgh",publisher,TRUE,1190
T119346,1786,18758830,"Cadell, T.",London,NA,London,"printed for A. Strahan, and T. Cadell; J. Balfour, and W. Creech, Edinburgh",publisher,TRUE,1190
T119346,1786,100093484,"Strahan, A.",London,NA,London,"printed for A. Strahan, and T. Cadell; J. Balfour, and W. Creech, Edinburgh",publisher,TRUE,1190
T119346,1786,55613638,"Keir, Elizabeth.",London,NA,,"printed for A. Strahan, and T. Cadell; J. Balfour, and W. Creech, Edinburgh",author,TRUE,1190
T123776,1794,49278054,"Creech, W.",London,Edinburgh,,"printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh",publisher,FALSE,1191
T123776,1794,100093484,"Strahan, A.",London,NA,London,"printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh",publisher,TRUE,1191
T123776,1794,bbti_11802,"Cadell, T.",London,NA,London,"printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh",publisher,TRUE,1191
T126222,1795,bbti_49182,"Murgatroyd,",London,NA,London,"printed for the editor; and sold by Dilly, Murgatroyd, and Crosby; Binns, Leeds; Mudie and Son, Edinburgh; Brown, Bristol; Wayland, New York; and by the booksellers in Philadelphia and Boston",bookseller,FALSE,1192
T126222,1795,85698879,"Dilly,",London,Crosby,London,"printed for the editor; and sold by Dilly, Murgatroyd, and Crosby; Binns, Leeds; Mudie and Son, Edinburgh; Brown, Bristol; Wayland, New York; and by the booksellers in Philadelphia and Boston",bookseller,TRUE,1192
T126222,1795,12733746,"Rippon, John, 1751-1836.",London,NA,,"printed for the editor; and sold by Dilly, Murgatroyd, and Crosby; Binns, Leeds; Mudie and Son, Edinburgh; Brown, Bristol; Wayland, New York; and by the booksellers in Philadelphia and Boston",unknown,TRUE,1192
